date,uboat,commander,ship_name,tonnage,nationality,convoy,coordinates
12 Feb 1940,U-26,Heinz Scheringer,Nidarholm,"3,482",nw,-,"[('50.83', '-14.17')]"
12 Feb 1940,U-53,Harald Grosse,Dalarö,"3,927",sw,-,"[('56.73', '-11.73')]"
13 Feb 1940,U-25,Viktor Schütze,Chastine Mærsk,"5,177",da,-,"[('61.50', '2.00')]"
13 Feb 1940,U-53,Harald Grosse,Norna,"1,022",sw,-,"[('55.50', '-11.00')]"
14 Feb 1940,U-26,Heinz Scheringer,Langleeford,"4,622",br,HX-18,"[('51.67', '-12.67')]"
14 Feb 1940,U-48,Herbert Schultze,Sultan Star,"12,306",br,-,"[('48.90', '-10.05')]"
14 Feb 1940,U-53,Harald Grosse,Martin Goldschmidt,"2,095",da,-,"[('55.88', '-12.62')]"
14 Feb 1940,U-57,Claus Korth,Gretafield (t.),"10,191",br,HX-18,
15 Feb 1940,U-14,Herbert Wohlfarth,Sleipner,"1,066",da,-,"[('58.30', '-1.77')]"
15 Feb 1940,U-26,Heinz Scheringer,Steinstad,"2,477",nw,-,"[('53.05', '-11.92')]"
15 Feb 1940,U-37,Werner Hartmann,Aase,"1,206",da,-,"[('49.28', '-8.25')]"
15 Feb 1940,U-48,Herbert Schultze,Den Haag,"8,971",nl,-,"[('48.03', '-8.43')]"
15 Feb 1940,U-50,Max-Hermann Bauer,Maryland,"4,895",da,-,"[('57.15', '-12.00')]"
16 Feb 1940,U-14,Herbert Wohlfarth,Liana,"1,646",sw,-,"[('57.85', '-2.00')]"
16 Feb 1940,U-14,Herbert Wohlfarth,Osmed,"1,526",sw,-,"[('57.85', '-2.00')]"
16 Feb 1940,U-14,Herbert Wohlfarth,Rhone,"1,064",da,-,"[('58.30', '-1.77')]"
17 Feb 1940,U-10,Joachim Preuss,Kvernaas,"1,819",nw,-,"[('51.83', '3.32')]"
17 Feb 1940,U-37,Werner Hartmann,Pyrrhus,"7,418",br,OG-18,"[('44.03', '-10.30')]"
17 Feb 1940,U-48,Herbert Schultze,Wilja,"3,396",fi,-,"[('49.40', '-7.18')]"
18 Feb 1940,U-10,Joachim Preuss,Ameland,"4,537",nl,-,"[('51.90', '3.02')]"
18 Feb 1940,U-23,Otto Kretschmer,HMS Daring (H 16),"1,375",br,HN-12,"[('58.67', '-1.58')]"
18 Feb 1940,U-37,Werner Hartmann,Ellin,"4,917",gr,-,"[('44.05', '-9.70')]"
18 Feb 1940,U-37,Werner Hartmann,P.L.M. 15,"3,754",fr,65-KS,"[('43.62', '-9.25')]"
18 Feb 1940,U-53,Harald Grosse,Banderas,"2,140",sp,-,"[('42.85', '-9.43')]"
18 Feb 1940,U-61,Jürgen Oesten,El Sonador,"1,406",pa,-,"[('59.15', '1.00')]"
18 Feb 1940,U-61,Jürgen Oesten,Sangstad,"4,297",nw,-,"[('59.00', '0.42')]"
19 Feb 1940,U-23,Otto Kretschmer,Tiberton,"5,225",br,-,"[('58.92', '-1.88')]"
21 Feb 1940,U-50,Max-Hermann Bauer,Tara,"4,760",nl,-,"[('42.75', '-10.42')]"
21 Feb 1940,U-57,Claus Korth,Loch Maddy (d.),"4,996",br,HX-19,
22 Feb 1940,U-23,Otto Kretschmer,Loch Maddy (t.),"4,996",br,HX-19,
22 Feb 1940,U-50,Max-Hermann Bauer,British Endeavour,"4,580",br,OGF-19,"[('42.18', '-11.58')]"
24 Feb 1940,U-21,Fritz Frauenheim,Royal Archer [Mine],"2,266",br,FN-100,
24 Feb 1940,U-63,Günther Lorentz,Santos,"3,840",sw,-,"[('59.28', '-0.70')]"
29 Feb 1940,U-20,Harro von Klot-Heydenfeldt,Maria Rosa,"4,211",it,-,"[('52.40', '1.98')]"
2 Mar 1940,U-17,Udo Behrens,Rijnstroom,695,nl,-,"[('51.60', '2.90')]"
2 Mar 1940,U-32,Hans Jenisch,Lagaholm,"2,818",sw,-,"[('59.57', '-5.17')]"
3 Mar 1940,U-29,Otto Schuhart,Cato [Mine],710,br,-,
4 Mar 1940,U-29,Otto Schuhart,Pacific Reliance,"6,717",br,OA-102,"[('50.47', '-5.82')]"
4 Mar 1940,U-29,Otto Schuhart,Thurston,"3,072",br,-,"[('50.38', '-5.82')]"
5 Mar 1940,U-17,Udo Behrens,Grutto,920,nl,-,"[('51.68', '2.78')]"
7 Mar 1940,U-14,Herbert Wohlfarth,Vecht,"1,965",nl,-,"[('51.75', '3.08')]"
8 Mar 1940,U-30,Fritz-Julius Lemp,Counsellor [Mine],"5,068",br,HX-22,
9 Mar 1940,U-14,Herbert Wohlfarth,Abbotsford,"1,585",br,-,"[('51.73', '3.37')]"
9 Mar 1940,U-14,Herbert Wohlfarth,Akeld,643,br,-,"[('51.73', '3.37')]"
9 Mar 1940,U-14,Herbert Wohlfarth,Borthwick,"1,097",br,-,"[('51.73', '3.37')]"
9 Mar 1940,U-28,Günter Kuhnke,P. Margaronis,"4,979",gr,-,"[('48.85', '-6.92')]"
9 Mar 1940,U-38,Heinrich Liebe,Leukos,216,ir,-,"[('55.65', '-8.75')]"
11 Mar 1940,U-28,Günter Kuhnke,Eulota,"6,236",nl,-,"[('48.58', '-8.37')]"
16 Mar 1940,U-29,Otto Schuhart,Slava [Mine],"4,512",yu,-,
17 Mar 1940,U-38,Heinrich Liebe,Argentina,"5,375",da,-,"[('60.78', '-0.50')]"
19 Mar 1940,U-19,Joachim Schepke,Charkow,"1,026",da,-,"[('58.12', '-2.65')]"
19 Mar 1940,U-19,Joachim Schepke,Minsk,"1,229",da,-,"[('58.12', '-2.65')]"
20 Mar 1940,U-19,Joachim Schepke,Bothal,"2,109",da,-,"[('58.35', '-2.37')]"
20 Mar 1940,U-19,Joachim Schepke,Viking,"1,153",da,-,"[('58.35', '-2.37')]"
21 Mar 1940,U-38,Heinrich Liebe,Algier,"1,654",da,-,"[('60.28', '-2.82')]"
21 Mar 1940,U-38,Heinrich Liebe,Christiansborg,"3,270",da,-,"[('60.28', '-2.82')]"
25 Mar 1940,U-47,Günther Prien,Britta,"1,146",da,-,
25 Mar 1940,U-57,Claus Korth,Daghestan,"5,742",br,-,"[('58.78', '-2.77')]"
26 Mar 1940,U-38,Heinrich Liebe,Cometa,"3,794",nw,-,"[('60.10', '-4.60')]"
6 Apr 1940,U-59,Harald Jürst,Navarra,"2,118",nw,-,"[('59.00', '-4.00')]"
10 Apr 1940,U-37,Werner Hartmann,Sveaborg,"9,076",sw,-,"[('62.87', '-7.57')]"
10 Apr 1940,U-37,Werner Hartmann,Tosca,"5,128",nw,-,"[('62.87', '-7.57')]"
10 Apr 1940,U-4,Hans-Peter Hinsch,HMS Thistle (N 24),"1,090",br,-,"[('59.15', '5.18')]"
12 Apr 1940,U-37,Werner Hartmann,Stancliffe,"4,511",br,-,"[('61.65', '-0.12')]"
13 Apr 1940,U-34,Wilhelm Rollmann,HNoMS Frøya (t.),595,nw,-,
17 Apr 1940,U-13,Max-Martin Schulte,Swainby,"4,935",br,-,"[('61.00', '-0.83')]"
21 Apr 1940,U-26,Heinz Scheringer,Cedarbank,"5,159",br,AP-1,"[('62.82', '4.17')]"
26 Apr 1940,U-13,Max-Martin Schulte,Lily,"1,281",da,-,"[('34.75', '34.70')]"
28 Apr 1940,U-13,Max-Martin Schulte,Scottish American (d.),"6,999",br,-,
9 May 1940,U-9,Wolfgang Lüth,Doris (Q 135),552,fr,-,"[('52.80', '3.82')]"
11 May 1940,U-9,Wolfgang Lüth,Tringa,"1,930",br,-,"[('51.35', '2.92')]"
11 May 1940,U-9,Wolfgang Lüth,Viiu,"1,908",es,-,"[('51.37', '2.43')]"
19 May 1940,U-37,Victor Oehrn,Erik Frisell,"5,066",sw,-,"[('57.42', '-9.25')]"
22 May 1940,U-37,Victor Oehrn,Dunster Grange (d.),"9,494",br,-,
23 May 1940,U-9,Wolfgang Lüth,Sigurd Faulbaum,"3,256",be,-,"[('51.48', '2.63')]"
24 May 1940,U-37,Victor Oehrn,Kyma,"3,994",gr,-,"[('48.50', '-9.50')]"
27 May 1940,U-37,Victor Oehrn,Sheaf Mead,"5,008",br,-,"[('43.80', '-12.53')]"
27 May 1940,U-37,Victor Oehrn,Uruguay,"3,425",ar,-,"[('43.67', '-12.27')]"
28 May 1940,U-37,Victor Oehrn,Brazza,"10,387",fr,60-XF,"[('42.72', '-11.00')]"
28 May 1940,U-37,Victor Oehrn,Julien,116,fr,-,"[('42.83', '-10.67')]"
29 May 1940,U-37,Victor Oehrn,Marie José,"2,477",fr,-,"[('42.65', '-9.43')]"
29 May 1940,U-37,Victor Oehrn,Telena,"7,406",br,-,"[('42.42', '-9.13')]"
29 May 1940,U-62,Hans-Bernhard Michalowski,HMS Grafton (H 89),"1,350",br,-,"[('51.37', '2.75')]"
30 May 1940,U-101,Fritz Frauenheim,Stanhall,"4,831",br,-,"[('48.98', '-5.28')]"
31 May 1940,U-101,Fritz Frauenheim,Orangemoor,"5,775",br,HG-31F,"[('49.72', '-3.38')]"
1 Jun 1940,U-58,Herbert Kuppisch,HMS Astronomer,"8,401",br,-,"[('58.02', '-2.20')]"
2 Jun 1940,U-101,Fritz Frauenheim,Polycarp,"3,577",br,-,"[('49.32', '-5.58')]"
3 Jun 1940,U-37,Victor Oehrn,Snabb,"2,317",fi,-,"[('45.85', '-14.25')]"
5 Jun 1940,U-48,Hans Rudolf Rösing,Stancor,798,br,-,"[('58.80', '-8.75')]"
6 Jun 1940,U-46,Engelbert Endrass,HMS Carinthia,"20,277",br,-,"[('53.22', '-10.67')]"
7 Jun 1940,U-48,Hans Rudolf Rösing,Eros (d.),"5,888",br,-,
7 Jun 1940,U-48,Hans Rudolf Rösing,Frances Massey,"4,212",br,-,"[('55.55', '-8.43')]"
9 Jun 1940,U-46,Engelbert Endrass,Margareta,"2,155",fi,-,"[('50.25', '-17.45')]"
11 Jun 1940,U-101,Fritz Frauenheim,Mount Hymettus,"5,820",gr,-,"[('42.22', '-11.33')]"
11 Jun 1940,U-46,Engelbert Endrass,Athelprince (d.),"8,782",br,OG-33F,
11 Jun 1940,U-48,Hans Rudolf Rösing,Violando N. Goulandris,"3,598",gr,-,"[('44.07', '-12.50')]"
12 Jun 1940,U-101,Fritz Frauenheim,Earlspark,"5,250",br,-,"[('42.43', '-11.55')]"
12 Jun 1940,U-46,Engelbert Endrass,Barbara Marie,"4,223",br,SL-34,"[('44.27', '-13.90')]"
12 Jun 1940,U-46,Engelbert Endrass,Willowbank,"5,041",br,SL-34,"[('44.27', '-13.90')]"
13 Jun 1940,U-25,Heinz Beduhn,HMS Scotstoun,"17,046",br,-,"[('57.00', '-9.95')]"
14 Jun 1940,U-101,Fritz Frauenheim,Antonis Georgandis,"3,557",gr,-,"[('42.75', '-16.33')]"
14 Jun 1940,U-38,Heinrich Liebe,Mount Myrto,"5,403",gr,-,"[('50.05', '-10.08')]"
14 Jun 1940,U-47,Günther Prien,Balmoralwood,"5,834",br,HX-47,"[('50.32', '-10.47')]"
15 Jun 1940,U-38,Heinrich Liebe,Erik Boye,"2,238",ca,HX-47,"[('50.62', '-8.73')]"
15 Jun 1940,U-38,Heinrich Liebe,Italia,"9,973",nw,HX-47,"[('50.62', '-8.73')]"
16 Jun 1940,U-101,Fritz Frauenheim,Wellington Star,"13,212",br,-,"[('42.65', '-17.02')]"
16 Jun 1940,UA,Hans Cohausz,HMS Andania,"13,950",br,-,"[('62.60', '-15.15')]"
17 Jun 1940,U-46,Engelbert Endrass,Elpis,"3,651",gr,-,"[('43.77', '-14.10')]"
18 Jun 1940,U-28,Günter Kuhnke,Sarmatia,"2,417",fi,-,"[('49.07', '-12.08')]"
18 Jun 1940,U-32,Hans Jenisch,Altair,"1,522",nw,-,"[('49.65', '-11.25')]"
18 Jun 1940,U-32,Hans Jenisch,Nuevo Ons,108,sp,-,"[('49.65', '-11.00')]"
18 Jun 1940,U-32,Hans Jenisch,Sálvora,108,sp,-,"[('49.65', '-11.00')]"
19 Jun 1940,U-25,Heinz Beduhn,Brumaire (d.),"7,638",fr,-,
19 Jun 1940,U-28,Günter Kuhnke,Adamandios Georgandis,"3,443",gr,-,"[('49.58', '-11.25')]"
19 Jun 1940,U-32,Hans Jenisch,Labud,"5,334",yu,-,"[('51.10', '-8.63')]"
19 Jun 1940,U-48,Hans Rudolf Rösing,Baron Loudoun,"3,164",br,HG-34F,"[('45.00', '-11.35')]"
19 Jun 1940,U-48,Hans Rudolf Rösing,British Monarch,"5,661",br,HG-34F,"[('45.00', '-11.35')]"
19 Jun 1940,U-48,Hans Rudolf Rösing,Tudor,"6,607",nw,HG-34F,"[('45.17', '-11.83')]"
19 Jun 1940,U-52,Otto Salman,The Monarch,824,br,-,"[('47.33', '-4.67')]"
19 Jun 1940,U-52,Otto Salman,Ville de Namur,"7,463",be,-,"[('46.42', '-4.58')]"
20 Jun 1940,U-122,Hans-Günther Looff,Empire Conveyor,"5,911",br,-,"[('56.27', '-8.17')]"
20 Jun 1940,U-30,Fritz-Julius Lemp,Otterpool,"4,876",br,HG-34F,"[('48.75', '-8.22')]"
20 Jun 1940,U-38,Heinrich Liebe,Tilia Gorthon,"1,776",sw,-,"[('48.53', '-6.33')]"
20 Jun 1940,U-48,Hans Rudolf Rösing,Moordrecht,"7,493",nl,HX-49,"[('43.57', '-14.33')]"
21 Jun 1940,U-28,Günter Kuhnke,HMS Cape Howe (X 02),"4,443",br,-,"[('49.73', '-8.87')]"
21 Jun 1940,U-38,Heinrich Liebe,Luxembourg,"5,809",be,-,"[('47.42', '-4.92')]"
21 Jun 1940,U-43,Wilhelm Ambrosius,Yarraville,"8,627",br,65-X,"[('39.67', '-11.57')]"
21 Jun 1940,U-47,Günther Prien,San Fernando,"13,056",br,HX-49,"[('50.33', '-10.40')]"
21 Jun 1940,U-52,Otto Salman,Hilda,"1,144",fi,-,"[('45.77', '-3.28')]"
21 Jun 1940,U-65,Hans-Gerrit von Stockhausen,Berenice,"1,177",nl,-,"[('47.17', '-3.58')]"
22 Jun 1940,U-30,Fritz-Julius Lemp,Randsfjord,"3,999",nw,HX-49,"[('50.55', '-8.92')]"
22 Jun 1940,U-32,Hans Jenisch,Eli Knudsen,"9,026",nw,HX-49,"[('50.60', '-8.73')]"
22 Jun 1940,U-38,Heinrich Liebe,Neion,"5,154",gr,-,"[('47.15', '-4.28')]"
22 Jun 1940,U-65,Hans-Gerrit von Stockhausen,Monique,"7,011",fr,-,"[('47.00', '-5.50')]"
24 Jun 1940,U-47,Günther Prien,Cathrine,"1,885",pa,-,"[('49.15', '-25.08')]"
25 Jun 1940,U-51,Dietrich Knorr,Saranac,"12,049",br,OA-172,"[('48.40', '-15.08')]"
25 Jun 1940,U-51,Dietrich Knorr,Windsorwood,"5,395",br,OA-172,"[('48.40', '-15.08')]"
26 Jun 1940,U-29,Otto Schuhart,Dimitris,"5,254",gr,-,"[('44.38', '-11.68')]"
26 Jun 1940,UA,Hans Cohausz,Crux,"3,828",nw,OG-34,"[('36.88', '-14.00')]"
27 Jun 1940,U-47,Günther Prien,Lenda,"4,005",nw,-,"[('50.20', '-13.30')]"
27 Jun 1940,U-47,Günther Prien,Leticia,"2,580",nl,-,"[('50.18', '-13.25')]"
28 Jun 1940,U-30,Fritz-Julius Lemp,Llanarth,"5,053",br,-,"[('47.50', '-10.50')]"
29 Jun 1940,U-26,Heinz Scheringer,Frangoula B. Goulandris,"6,701",gr,-,"[('49.98', '-11.40')]"
29 Jun 1940,U-47,Günther Prien,Empire Toucan,"4,127",br,-,"[('49.33', '-13.87')]"
29 Jun 1940,U-51,Dietrich Knorr,HMS Willamette Valley (X 39),"4,724",br,-,"[('49.45', '-15.42')]"
30 Jun 1940,U-26,Heinz Scheringer,Belmoira,"3,214",nw,-,"[('48.25', '-10.50')]"
30 Jun 1940,U-26,Heinz Scheringer,Merkur,"1,291",es,-,"[('48.43', '-10.97')]"
30 Jun 1940,U-43,Wilhelm Ambrosius,Avelona Star,"13,376",br,SL-36,"[('46.77', '-12.28')]"
30 Jun 1940,U-47,Günther Prien,Georgios Kyriakides,"4,201",gr,-,"[('50.42', '-14.55')]"
30 Jun 1940,U-65,Hans-Gerrit von Stockhausen,Clan Ogilvy (d.),"5,802",br,SL-36,
1 Jul 1940,U-26,Heinz Scheringer,Zarian (d.),"4,871",br,OA-175,
1 Jul 1940,U-29,Otto Schuhart,Adamastos,"7,466",gr,-,"[('46.33', '-14.50')]"
1 Jul 1940,U-30,Fritz-Julius Lemp,Beignon,"5,218",br,SL-36,"[('47.33', '-10.50')]"
1 Jul 1940,U-65,Hans-Gerrit von Stockhausen,Amstelland (d.),"8,156",nl,OA-175,
2 Jul 1940,U-29,Otto Schuhart,Athellaird,"8,999",br,OB-176,"[('47.40', '-16.82')]"
2 Jul 1940,U-29,Otto Schuhart,Santa Margarita,"4,919",pa,-,"[('47.17', '-16.17')]"
2 Jul 1940,U-47,Günther Prien,Arandora Star,"15,501",br,-,"[('55.33', '-10.55')]"
5 Jul 1940,U-34,Wilhelm Rollmann,HMS Whirlwind (D 30),"1,100",br,-,"[('50.28', '-8.80')]"
5 Jul 1940,U-99,Otto Kretschmer,Magog,"2,053",ca,HX-52,"[('50.52', '-11.08')]"
6 Jul 1940,U-30,Fritz-Julius Lemp,Angele Mabro,"3,154",ag,-,"[('47.05', '-7.92')]"
6 Jul 1940,U-34,Wilhelm Rollmann,Vapper,"4,543",es,-,"[('49.50', '-9.25')]"
7 Jul 1940,U-34,Wilhelm Rollmann,Lucrecia,"2,584",nl,-,"[('49.83', '-8.12')]"
7 Jul 1940,U-99,Otto Kretschmer,Bissen,"1,514",sw,-,"[('50.10', '-10.38')]"
7 Jul 1940,U-99,Otto Kretschmer,Sea Glory,"1,964",br,-,"[('49.65', '-10.42')]"
8 Jul 1940,U-99,Otto Kretschmer,Humber Arm,"5,758",br,HX-53,"[('50.60', '-9.40')]"
9 Jul 1940,U-34,Wilhelm Rollmann,Tiiu,"1,865",es,-,"[('50.33', '-12.00')]"
9 Jul 1940,U-43,Wilhelm Ambrosius,Aylesbury,"3,944",br,-,"[('48.65', '-13.55')]"
10 Jul 1940,U-34,Wilhelm Rollmann,Petsamo,"4,596",fi,-,"[('51.13', '-9.37')]"
10 Jul 1940,U-61,Jürgen Oesten,Alwaki,"4,533",nl,OA-180,"[('58.77', '-4.77')]"
11 Jul 1940,U-34,Wilhelm Rollmann,Janna,"2,197",nw,HX-54,"[('50.57', '-12.17')]"
12 Jul 1940,U-99,Otto Kretschmer,Ia,"4,860",gr,-,"[('51.00', '-14.00')]"
12 Jul 1940,U-99,Otto Kretschmer,Merisaar (c.),"2,136",es,-,
14 Jul 1940,U-52,Otto Salman,Thetis A.,"4,111",gr,-,"[('47.67', '-13.33')]"
14 Jul 1940,UA,Hans Cohausz,Sarita,"5,824",nw,-,"[('15.37', '-26.47')]"
15 Jul 1940,U-34,Wilhelm Rollmann,Evdoxia,"2,018",gr,-,"[('51.15', '-10.92')]"
16 Jul 1940,U-61,Jürgen Oesten,Scottish Minstrel,"6,998",br,HX-55,"[('56.17', '-10.33')]"
17 Jul 1940,U-34,Wilhelm Rollmann,Naftilos,"3,531",gr,-,"[('48.08', '-10.42')]"
17 Jul 1940,U-43,Wilhelm Ambrosius,Fellside,"3,509",br,OA-184,"[('56.15', '-12.50')]"
17 Jul 1940,U-57,Erich Topp,Manipur,"8,652",br,HX-55A,"[('58.68', '-5.23')]"
17 Jul 1940,U-57,Erich Topp,O.A. Brodin,"1,960",sw,-,"[('59.37', '-3.67')]"
18 Jul 1940,U-58,Heinrich Schonder,Gyda,"1,591",nw,-,"[('55.83', '-9.00')]"
18 Jul 1940,U-99,Otto Kretschmer,Woodbury,"4,434",br,-,"[('50.77', '-13.93')]"
19 Jul 1940,U-62,Hans-Bernhard Michalowski,Pearlmoor,"4,581",br,SL-38,"[('55.38', '-9.30')]"
21 Jul 1940,U-30,Fritz-Julius Lemp,Ellaroy,712,br,-,"[('42.50', '-12.60')]"
26 Jul 1940,U-34,Wilhelm Rollmann,Accra,"9,337",br,OB-188,"[('55.67', '-16.47')]"
26 Jul 1940,U-34,Wilhelm Rollmann,Vinemoor,"4,359",br,OB-188,"[('55.72', '-16.42')]"
27 Jul 1940,U-34,Wilhelm Rollmann,Sambre,"5,260",br,OB-188,"[('56.62', '-17.88')]"
27 Jul 1940,U-34,Wilhelm Rollmann,Thiara,"10,364",br,OB-188,"[('56.62', '-17.93')]"
28 Jul 1940,U-99,Otto Kretschmer,Auckland Star,"13,212",br,-,"[('52.28', '-12.53')]"
29 Jul 1940,U-99,Otto Kretschmer,Clan Menzies,"7,336",br,-,"[('54.17', '-12.00')]"
31 Jul 1940,U-99,Otto Kretschmer,Jamaica Progress,"5,475",br,-,"[('56.43', '-8.50')]"
31 Jul 1940,U-99,Otto Kretschmer,Jersey City,"6,322",br,OB-191,"[('55.78', '-9.30')]"
1 Aug 1940,U-59,Joachim Matz,Sigyn,"1,981",sw,-,"[('56.17', '-9.42')]"
2 Aug 1940,U-99,Otto Kretschmer,Alexia (d.),"8,016",br,OB-191,
2 Aug 1940,U-99,Otto Kretschmer,Lucerna (d.),"6,556",br,OB-191,
2 Aug 1940,U-99,Otto Kretschmer,Strinda (d.),"10,973",nw,OB-191,
3 Aug 1940,U-57,Erich Topp,Atos,"2,161",sw,-,"[('56.00', '-7.00')]"
3 Aug 1940,UA,Hans Cohausz,Rad,"4,201",yu,-,"[('11.33', '-21.00')]"
4 Aug 1940,U-52,Otto Salman,Geraldine Mary,"7,244",br,HX-60,"[('56.77', '-15.80')]"
4 Aug 1940,U-52,Otto Salman,Gogovale,"4,586",br,HX-60,"[('56.98', '-17.63')]"
4 Aug 1940,U-52,Otto Salman,King Alfred,"5,272",br,HX-60,"[('56.98', '-17.63')]"
4 Aug 1940,U-58,Heinrich Schonder,Pindos,"4,360",gr,SL-40,"[('55.37', '-8.83')]"
5 Aug 1940,U-56,Otto Harms,Boma,"5,408",br,OB-193,"[('55.73', '-8.07')]"
7 Aug 1940,U-38,Heinrich Liebe,Mohamed Ali El-Kebir,"7,527",br,-,"[('55.37', '-13.30')]"
8 Aug 1940,U-37,Victor Oehrn,Upwey Grange,"9,130",br,-,"[('54.33', '-15.47')]"
9 Aug 1940,U-30,Fritz-Julius Lemp,Canton,"5,779",sw,-,"[('55.07', '-11.35')]"
10 Aug 1940,U-56,Otto Harms,HMS Transylvania (F 56),"16,923",br,-,"[('55.83', '-8.05')]"
11 Aug 1940,U-38,Heinrich Liebe,Llanfair,"4,966",br,SL-41,"[('54.80', '-13.77')]"
13 Aug 1940,U-60,Adalbert Schnee,Nils Gorthon,"1,787",sw,HX-62,"[('55.75', '-7.08')]"
14 Aug 1940,U-59,Joachim Matz,Betty,"2,339",br,-,"[('55.87', '-8.23')]"
15 Aug 1940,U-51,Dietrich Knorr,Sylvafield,"5,709",br,HX-62,"[('56.65', '-11.27')]"
15 Aug 1940,UA,Hans Cohausz,Aspasia,"4,211",gr,-,"[('35.00', '-20.00')]"
16 Aug 1940,U-100,Joachim Schepke,Empire Merchant,"4,864",br,-,"[('55.35', '-13.67')]"
16 Aug 1940,U-30,Fritz-Julius Lemp,Clan Macphee,"6,628",br,OB-197,"[('57.50', '-17.23')]"
16 Aug 1940,U-46,Engelbert Endrass,Alcinous (d.),"6,189",nl,OB-197,
16 Aug 1940,U-48,Hans Rudolf Rösing,Hedrun,"2,325",sw,OB-197,"[('57.17', '-16.62')]"
19 Aug 1940,U-101,Fritz Frauenheim,Ampleforth,"4,576",br,OA-199,"[('56.17', '-10.67')]"
19 Aug 1940,U-48,Hans Rudolf Rösing,Ville de Gand,"7,590",be,-,"[('55.47', '-15.17')]"
19 Aug 1940,UA,Hans Cohausz,Kelet,"4,295",un,-,"[('50.00', '-22.00')]"
20 Aug 1940,U-46,Engelbert Endrass,Leonidas M. Valmas (t.),"2,080",gr,-,
20 Aug 1940,UA,Hans Cohausz,Tuira,"4,397",pa,OB-198,"[('54.77', '-20.50')]"
23 Aug 1940,U-37,Victor Oehrn,Keret,"1,718",nw,OA-200,"[('54.27', '-23.13')]"
23 Aug 1940,U-37,Victor Oehrn,Severn Leigh,"5,242",br,OA-200,"[('54.52', '-25.68')]"
24 Aug 1940,U-37,Victor Oehrn,Brookwood,"5,100",br,OA-200,"[('54.67', '-27.95')]"
24 Aug 1940,U-37,Victor Oehrn,HMS Penzance (L 28),"1,025",br,SC-1,"[('56.27', '-27.32')]"
24 Aug 1940,U-48,Hans Rudolf Rösing,La Brea,"6,665",br,HX-65,"[('57.40', '-11.35')]"
24 Aug 1940,U-57,Erich Topp,Cumberland,"10,939",br,OB-202,"[('55.73', '-7.53')]"
24 Aug 1940,U-57,Erich Topp,Havildar (d.),"5,407",br,OB-202,
24 Aug 1940,U-57,Erich Topp,Saint Dunstan,"5,681",br,OB-202,"[('55.73', '-7.53')]"
25 Aug 1940,U-100,Joachim Schepke,Jamaica Pioneer,"5,471",br,-,"[('57.08', '-11.03')]"
25 Aug 1940,U-124,Georg-Wilhelm Schulz,Fircrest,"5,394",br,HX-65A,"[('58.87', '-6.57')]"
25 Aug 1940,U-124,Georg-Wilhelm Schulz,Harpalyce,"5,169",br,HX-65A,"[('58.87', '-6.57')]"
25 Aug 1940,U-124,Georg-Wilhelm Schulz,Stakesby (d.),"3,900",br,HX-65A,
25 Aug 1940,U-37,Victor Oehrn,Blairmore,"4,141",br,SC-1,"[('56.00', '-27.50')]"
25 Aug 1940,U-37,Victor Oehrn,Yewcrest,"3,774",br,OB-201,"[('55.17', '-25.03')]"
25 Aug 1940,U-48,Hans Rudolf Rösing,Athelcrest,"6,825",br,HX-65A,"[('58.40', '-11.42')]"
25 Aug 1940,U-48,Hans Rudolf Rösing,Empire Merlin,"5,763",br,HX-65A,"[('58.50', '-10.25')]"
25 Aug 1940,U-57,Erich Topp,Pecten,"7,468",br,HX-65B,"[('56.37', '-7.92')]"
27 Aug 1940,U-28,Günter Kuhnke,Eva,"1,599",nw,SC-1,"[('57.80', '-11.85')]"
27 Aug 1940,U-37,Victor Oehrn,Theodoros T.,"3,409",gr,-,"[('50.17', '-19.83')]"
27 Aug 1940,U-46,Engelbert Endrass,HMS Dunvegan Castle,"15,007",br,SL-43,"[('55.08', '-11.00')]"
28 Aug 1940,U-101,Fritz Frauenheim,Elle,"3,868",fi,SC-1,"[('57.72', '-12.30')]"
28 Aug 1940,U-28,Günter Kuhnke,Kyno,"3,946",br,HX-66,"[('58.10', '-13.43')]"
29 Aug 1940,U-100,Joachim Schepke,Alida Gorthon,"2,373",sw,OA-204,"[('56.15', '-12.23')]"
29 Aug 1940,U-100,Joachim Schepke,Astra II,"2,393",br,OA-204,"[('56.15', '-12.23')]"
29 Aug 1940,U-100,Joachim Schepke,Dalblair,"4,608",br,OA-204,"[('56.10', '-13.55')]"
29 Aug 1940,U-100,Joachim Schepke,Empire Moose,"6,103",br,OA-204,"[('56.10', '-13.55')]"
29 Aug 1940,U-100,Joachim Schepke,Hartismere (d.),"5,498",br,OA-204,
30 Aug 1940,U-32,Hans Jenisch,Chelsea,"4,804",br,HX-66A,"[('58.80', '-6.82')]"
30 Aug 1940,U-32,Hans Jenisch,Mill Hill,"4,318",br,HX-66A,"[('58.80', '-6.82')]"
30 Aug 1940,U-32,Hans Jenisch,Norne,"3,971",nw,HX-66A,"[('58.80', '-6.82')]"
30 Aug 1940,U-59,Joachim Matz,Anadara (d.),"8,009",br,OB-205,
30 Aug 1940,U-59,Joachim Matz,San Gabriel (t.),"4,943",gr,OB-205,
31 Aug 1940,U-38,Heinrich Liebe,Har Zion,"2,508",br,OB-205,"[('56.33', '-10.00')]"
31 Aug 1940,U-46,Engelbert Endrass,Ville de Hasselt,"7,461",be,-,"[('56.50', '-13.00')]"
