uboat,commander,ship_name,tonnage,nationality,convoy,coordinates,year,month,day
U-32,Hans Jenisch,Sálvora,108,14,0,"[('49.65', '-11.00')]",1940,6,18
U-28,Günter Kuhnke,Adamandios Georgandis,"3,443",8,0,"[('49.58', '-11.25')]",1940,6,19
U-32,Hans Jenisch,Labud,"5,334",11,0,"[('51.10', '-8.63')]",1940,6,19
U-48,Hans Rudolf Rösing,Baron Loudoun,"3,164",0,45,"[('45.00', '-11.35')]",1940,6,19
U-48,Hans Rudolf Rösing,British Monarch,"5,661",0,45,"[('45.00', '-11.35')]",1940,6,19
U-48,Hans Rudolf Rösing,Tudor,"6,607",6,45,"[('45.17', '-11.83')]",1940,6,19
U-52,Otto Salman,The Monarch,824,0,0,"[('47.33', '-4.67')]",1940,6,19
U-52,Otto Salman,Ville de Namur,"7,463",1,0,"[('46.42', '-4.58')]",1940,6,19
U-122,Hans-Günther Looff,Empire Conveyor,"5,911",0,0,"[('56.27', '-8.17')]",1940,6,20
U-30,Fritz-Julius Lemp,Otterpool,"4,876",0,45,"[('48.75', '-8.22')]",1940,6,20
U-38,Heinrich Liebe,Tilia Gorthon,"1,776",5,0,"[('48.53', '-6.33')]",1940,6,20
U-48,Hans Rudolf Rösing,Moordrecht,"7,493",9,46,"[('43.57', '-14.33')]",1940,6,20
U-28,Günter Kuhnke,HMS Cape Howe (X 02),"4,443",0,0,"[('49.73', '-8.87')]",1940,6,21
U-38,Heinrich Liebe,Luxembourg,"5,809",1,0,"[('47.42', '-4.92')]",1940,6,21
U-43,Wilhelm Ambrosius,Yarraville,"8,627",0,47,"[('39.67', '-11.57')]",1940,6,21
U-47,Günther Prien,San Fernando,"13,056",0,46,"[('50.33', '-10.40')]",1940,6,21
U-52,Otto Salman,Hilda,"1,144",2,0,"[('45.77', '-3.28')]",1940,6,21
U-65,Hans-Gerrit von Stockhausen,Berenice,"1,177",9,0,"[('47.17', '-3.58')]",1940,6,21
U-30,Fritz-Julius Lemp,Randsfjord,"3,999",6,46,"[('50.55', '-8.92')]",1940,6,22
U-32,Hans Jenisch,Eli Knudsen,"9,026",6,46,"[('50.60', '-8.73')]",1940,6,22
U-38,Heinrich Liebe,Neion,"5,154",8,0,"[('47.15', '-4.28')]",1940,6,22
U-65,Hans-Gerrit von Stockhausen,Monique,"7,011",3,0,"[('47.00', '-5.50')]",1940,6,22
U-47,Günther Prien,Cathrine,"1,885",15,0,"[('49.15', '-25.08')]",1940,6,24
U-51,Dietrich Knorr,Saranac,"12,049",0,48,"[('48.40', '-15.08')]",1940,6,25
U-51,Dietrich Knorr,Windsorwood,"5,395",0,48,"[('48.40', '-15.08')]",1940,6,25
U-29,Otto Schuhart,Dimitris,"5,254",8,0,"[('44.38', '-11.68')]",1940,6,26
UA,Hans Cohausz,Crux,"3,828",6,49,"[('36.88', '-14.00')]",1940,6,26
U-47,Günther Prien,Lenda,"4,005",6,0,"[('50.20', '-13.30')]",1940,6,27
U-47,Günther Prien,Leticia,"2,580",9,0,"[('50.18', '-13.25')]",1940,6,27
U-30,Fritz-Julius Lemp,Llanarth,"5,053",0,0,"[('47.50', '-10.50')]",1940,6,28
U-26,Heinz Scheringer,Frangoula B. Goulandris,"6,701",8,0,"[('49.98', '-11.40')]",1940,6,29
U-47,Günther Prien,Empire Toucan,"4,127",0,0,"[('49.33', '-13.87')]",1940,6,29
U-51,Dietrich Knorr,HMS Willamette Valley (X 39),"4,724",0,0,"[('49.45', '-15.42')]",1940,6,29
U-26,Heinz Scheringer,Belmoira,"3,214",6,0,"[('48.25', '-10.50')]",1940,6,30
U-26,Heinz Scheringer,Merkur,"1,291",4,0,"[('48.43', '-10.97')]",1940,6,30
U-43,Wilhelm Ambrosius,Avelona Star,"13,376",0,50,"[('46.77', '-12.28')]",1940,6,30
U-47,Günther Prien,Georgios Kyriakides,"4,201",8,0,"[('50.42', '-14.55')]",1940,6,30
U-29,Otto Schuhart,Adamastos,"7,466",8,0,"[('46.33', '-14.50')]",1940,7,1
U-30,Fritz-Julius Lemp,Beignon,"5,218",0,50,"[('47.33', '-10.50')]",1940,7,1
U-29,Otto Schuhart,Athellaird,"8,999",0,52,"[('47.40', '-16.82')]",1940,7,2
U-29,Otto Schuhart,Santa Margarita,"4,919",15,0,"[('47.17', '-16.17')]",1940,7,2
U-47,Günther Prien,Arandora Star,"15,501",0,0,"[('55.33', '-10.55')]",1940,7,2
U-34,Wilhelm Rollmann,HMS Whirlwind (D 30),"1,100",0,0,"[('50.28', '-8.80')]",1940,7,5
U-99,Otto Kretschmer,Magog,"2,053",19,53,"[('50.52', '-11.08')]",1940,7,5
U-30,Fritz-Julius Lemp,Angele Mabro,"3,154",20,0,"[('47.05', '-7.92')]",1940,7,6
U-34,Wilhelm Rollmann,Vapper,"4,543",4,0,"[('49.50', '-9.25')]",1940,7,6
U-34,Wilhelm Rollmann,Lucrecia,"2,584",9,0,"[('49.83', '-8.12')]",1940,7,7
U-99,Otto Kretschmer,Bissen,"1,514",5,0,"[('50.10', '-10.38')]",1940,7,7
U-99,Otto Kretschmer,Sea Glory,"1,964",0,0,"[('49.65', '-10.42')]",1940,7,7
U-99,Otto Kretschmer,Humber Arm,"5,758",0,54,"[('50.60', '-9.40')]",1940,7,8
U-34,Wilhelm Rollmann,Tiiu,"1,865",4,0,"[('50.33', '-12.00')]",1940,7,9
U-43,Wilhelm Ambrosius,Aylesbury,"3,944",0,0,"[('48.65', '-13.55')]",1940,7,9
U-34,Wilhelm Rollmann,Petsamo,"4,596",2,0,"[('51.13', '-9.37')]",1940,7,10
U-61,Jürgen Oesten,Alwaki,"4,533",9,55,"[('58.77', '-4.77')]",1940,7,10
U-34,Wilhelm Rollmann,Janna,"2,197",6,56,"[('50.57', '-12.17')]",1940,7,11
U-99,Otto Kretschmer,Ia,"4,860",8,0,"[('51.00', '-14.00')]",1940,7,12
U-52,Otto Salman,Thetis A.,"4,111",8,0,"[('47.67', '-13.33')]",1940,7,14
UA,Hans Cohausz,Sarita,"5,824",6,0,"[('15.37', '-26.47')]",1940,7,14
U-34,Wilhelm Rollmann,Evdoxia,"2,018",8,0,"[('51.15', '-10.92')]",1940,7,15
U-61,Jürgen Oesten,Scottish Minstrel,"6,998",0,57,"[('56.17', '-10.33')]",1940,7,16
U-34,Wilhelm Rollmann,Naftilos,"3,531",8,0,"[('48.08', '-10.42')]",1940,7,17
U-43,Wilhelm Ambrosius,Fellside,"3,509",0,58,"[('56.15', '-12.50')]",1940,7,17
U-57,Erich Topp,Manipur,"8,652",0,59,"[('58.68', '-5.23')]",1940,7,17
U-57,Erich Topp,O.A. Brodin,"1,960",5,0,"[('59.37', '-3.67')]",1940,7,17
U-58,Heinrich Schonder,Gyda,"1,591",6,0,"[('55.83', '-9.00')]",1940,7,18
U-99,Otto Kretschmer,Woodbury,"4,434",0,0,"[('50.77', '-13.93')]",1940,7,18
U-62,Hans-Bernhard Michalowski,Pearlmoor,"4,581",0,60,"[('55.38', '-9.30')]",1940,7,19
U-30,Fritz-Julius Lemp,Ellaroy,712,0,0,"[('42.50', '-12.60')]",1940,7,21
U-34,Wilhelm Rollmann,Accra,"9,337",0,61,"[('55.67', '-16.47')]",1940,7,26
U-34,Wilhelm Rollmann,Vinemoor,"4,359",0,61,"[('55.72', '-16.42')]",1940,7,26
U-34,Wilhelm Rollmann,Sambre,"5,260",0,61,"[('56.62', '-17.88')]",1940,7,27
U-34,Wilhelm Rollmann,Thiara,"10,364",0,61,"[('56.62', '-17.93')]",1940,7,27
U-99,Otto Kretschmer,Auckland Star,"13,212",0,0,"[('52.28', '-12.53')]",1940,7,28
U-99,Otto Kretschmer,Clan Menzies,"7,336",0,0,"[('54.17', '-12.00')]",1940,7,29
U-99,Otto Kretschmer,Jamaica Progress,"5,475",0,0,"[('56.43', '-8.50')]",1940,7,31
U-99,Otto Kretschmer,Jersey City,"6,322",0,62,"[('55.78', '-9.30')]",1940,7,31
U-59,Joachim Matz,Sigyn,"1,981",5,0,"[('56.17', '-9.42')]",1940,8,1
U-57,Erich Topp,Atos,"2,161",5,0,"[('56.00', '-7.00')]",1940,8,3
UA,Hans Cohausz,Rad,"4,201",11,0,"[('11.33', '-21.00')]",1940,8,3
U-52,Otto Salman,Geraldine Mary,"7,244",0,63,"[('56.77', '-15.80')]",1940,8,4
U-52,Otto Salman,Gogovale,"4,586",0,63,"[('56.98', '-17.63')]",1940,8,4
U-52,Otto Salman,King Alfred,"5,272",0,63,"[('56.98', '-17.63')]",1940,8,4
U-58,Heinrich Schonder,Pindos,"4,360",8,64,"[('55.37', '-8.83')]",1940,8,4
U-56,Otto Harms,Boma,"5,408",0,65,"[('55.73', '-8.07')]",1940,8,5
U-38,Heinrich Liebe,Mohamed Ali El-Kebir,"7,527",0,0,"[('55.37', '-13.30')]",1940,8,7
U-37,Victor Oehrn,Upwey Grange,"9,130",0,0,"[('54.33', '-15.47')]",1940,8,8
U-30,Fritz-Julius Lemp,Canton,"5,779",5,0,"[('55.07', '-11.35')]",1940,8,9
U-56,Otto Harms,HMS Transylvania (F 56),"16,923",0,0,"[('55.83', '-8.05')]",1940,8,10
U-38,Heinrich Liebe,Llanfair,"4,966",0,66,"[('54.80', '-13.77')]",1940,8,11
U-60,Adalbert Schnee,Nils Gorthon,"1,787",5,67,"[('55.75', '-7.08')]",1940,8,13
U-59,Joachim Matz,Betty,"2,339",0,0,"[('55.87', '-8.23')]",1940,8,14
U-51,Dietrich Knorr,Sylvafield,"5,709",0,67,"[('56.65', '-11.27')]",1940,8,15
UA,Hans Cohausz,Aspasia,"4,211",8,0,"[('35.00', '-20.00')]",1940,8,15
U-100,Joachim Schepke,Empire Merchant,"4,864",0,0,"[('55.35', '-13.67')]",1940,8,16
U-30,Fritz-Julius Lemp,Clan Macphee,"6,628",0,68,"[('57.50', '-17.23')]",1940,8,16
U-48,Hans Rudolf Rösing,Hedrun,"2,325",5,68,"[('57.17', '-16.62')]",1940,8,16
U-101,Fritz Frauenheim,Ampleforth,"4,576",0,69,"[('56.17', '-10.67')]",1940,8,19
U-48,Hans Rudolf Rösing,Ville de Gand,"7,590",1,0,"[('55.47', '-15.17')]",1940,8,19
UA,Hans Cohausz,Kelet,"4,295",21,0,"[('50.00', '-22.00')]",1940,8,19
UA,Hans Cohausz,Tuira,"4,397",15,70,"[('54.77', '-20.50')]",1940,8,20
U-37,Victor Oehrn,Keret,"1,718",6,71,"[('54.27', '-23.13')]",1940,8,23
U-37,Victor Oehrn,Severn Leigh,"5,242",0,71,"[('54.52', '-25.68')]",1940,8,23
U-37,Victor Oehrn,Brookwood,"5,100",0,71,"[('54.67', '-27.95')]",1940,8,24
U-37,Victor Oehrn,HMS Penzance (L 28),"1,025",0,72,"[('56.27', '-27.32')]",1940,8,24
U-48,Hans Rudolf Rösing,La Brea,"6,665",0,73,"[('57.40', '-11.35')]",1940,8,24
U-57,Erich Topp,Cumberland,"10,939",0,74,"[('55.73', '-7.53')]",1940,8,24
U-57,Erich Topp,Saint Dunstan,"5,681",0,74,"[('55.73', '-7.53')]",1940,8,24
U-100,Joachim Schepke,Jamaica Pioneer,"5,471",0,0,"[('57.08', '-11.03')]",1940,8,25
U-124,Georg-Wilhelm Schulz,Fircrest,"5,394",0,75,"[('58.87', '-6.57')]",1940,8,25
U-124,Georg-Wilhelm Schulz,Harpalyce,"5,169",0,75,"[('58.87', '-6.57')]",1940,8,25
U-37,Victor Oehrn,Blairmore,"4,141",0,72,"[('56.00', '-27.50')]",1940,8,25
U-37,Victor Oehrn,Yewcrest,"3,774",0,76,"[('55.17', '-25.03')]",1940,8,25
U-48,Hans Rudolf Rösing,Athelcrest,"6,825",0,75,"[('58.40', '-11.42')]",1940,8,25
U-48,Hans Rudolf Rösing,Empire Merlin,"5,763",0,75,"[('58.50', '-10.25')]",1940,8,25
U-57,Erich Topp,Pecten,"7,468",0,77,"[('56.37', '-7.92')]",1940,8,25
U-28,Günter Kuhnke,Eva,"1,599",6,72,"[('57.80', '-11.85')]",1940,8,27
U-37,Victor Oehrn,Theodoros T.,"3,409",8,0,"[('50.17', '-19.83')]",1940,8,27
U-46,Engelbert Endrass,HMS Dunvegan Castle,"15,007",0,78,"[('55.08', '-11.00')]",1940,8,27
U-101,Fritz Frauenheim,Elle,"3,868",2,72,"[('57.72', '-12.30')]",1940,8,28
U-28,Günter Kuhnke,Kyno,"3,946",0,79,"[('58.10', '-13.43')]",1940,8,28
U-100,Joachim Schepke,Alida Gorthon,"2,373",5,80,"[('56.15', '-12.23')]",1940,8,29
U-100,Joachim Schepke,Astra II,"2,393",0,80,"[('56.15', '-12.23')]",1940,8,29
U-100,Joachim Schepke,Dalblair,"4,608",0,80,"[('56.10', '-13.55')]",1940,8,29
U-100,Joachim Schepke,Empire Moose,"6,103",0,80,"[('56.10', '-13.55')]",1940,8,29
U-32,Hans Jenisch,Chelsea,"4,804",0,81,"[('58.80', '-6.82')]",1940,8,30
U-32,Hans Jenisch,Mill Hill,"4,318",0,81,"[('58.80', '-6.82')]",1940,8,30
U-32,Hans Jenisch,Norne,"3,971",6,81,"[('58.80', '-6.82')]",1940,8,30
U-38,Heinrich Liebe,Har Zion,"2,508",0,82,"[('56.33', '-10.00')]",1940,8,31
U-46,Engelbert Endrass,Ville de Hasselt,"7,461",1,0,"[('56.50', '-13.00')]",1940,8,31
U-59,Joachim Matz,Bibury,"4,616",0,82,"[('55.85', '-10.92')]",1940,8,31
U-46,Engelbert Endrass,Thornlea,"4,261",0,84,"[('55.68', '-14.33')]",1940,9,2
U-47,Günther Prien,Ville de Mons,"7,463",1,0,"[('58.33', '-12.00')]",1940,9,2
U-60,Adalbert Schnee,Ulva,"1,401",0,0,"[('55.75', '-11.75')]",1940,9,3
U-46,Engelbert Endrass,Luimneach,"1,074",17,0,"[('47.83', '-9.20')]",1940,9,4
U-47,Günther Prien,Titan,"9,035",0,85,"[('58.23', '-15.83')]",1940,9,4
U-47,Günther Prien,Gro,"4,211",6,86,"[('58.50', '-16.17')]",1940,9,7
U-47,Günther Prien,José de Larrinaga,"5,303",0,86,"[('58.50', '-16.17')]",1940,9,7
U-47,Günther Prien,Neptunian,"5,155",0,86,"[('58.45', '-17.28')]",1940,9,7
U-28,Günter Kuhnke,Mardinian,"2,434",0,86,"[('56.62', '-9.00')]",1940,9,9
U-47,Günther Prien,Possidon,"3,840",8,86,"[('56.72', '-9.27')]",1940,9,9
U-28,Günter Kuhnke,Maas,"1,966",9,87,"[('55.57', '-15.93')]",1940,9,11
U-99,Otto Kretschmer,Albionic,"2,468",0,0,"[('56.50', '-13.30')]",1940,9,11
U-48,Heinrich Bleichrodt,Alexandros,"4,343",8,88,"[('56.50', '-16.50')]",1940,9,15
U-48,Heinrich Bleichrodt,Empire Volunteer,"5,319",0,88,"[('56.72', '-15.28')]",1940,9,15
U-48,Heinrich Bleichrodt,HMS Dundee (L 84),"1,060",0,88,"[('56.75', '-14.23')]",1940,9,15
U-65,Hans-Gerrit von Stockhausen,Hird,"4,950",6,89,"[('58.00', '-12.33')]",1940,9,15
U-99,Otto Kretschmer,Kenordoc,"1,780",19,88,"[('57.70', '-15.03')]",1940,9,15
U-99,Otto Kretschmer,Lotos,"1,327",6,88,"[('57.90', '-14.90')]",1940,9,16
U-65,Hans-Gerrit von Stockhausen,Tregenna,"5,242",0,90,"[('58.37', '-15.70')]",1940,9,17
U-99,Otto Kretschmer,Crown Arun,"2,372",0,90,"[('58.03', '-14.30')]",1940,9,17
U-48,Heinrich Bleichrodt,City of Benares,"11,081",0,91,"[('56.72', '-21.25')]",1940,9,18
U-48,Heinrich Bleichrodt,Magdalena,"3,118",0,88,"[('57.33', '-20.27')]",1940,9,18
U-48,Heinrich Bleichrodt,Marina,"5,088",0,91,"[('56.77', '-21.25')]",1940,9,18
U-138,Wolfgang Lüth,Boka,"5,560",15,92,"[('55.90', '-7.40')]",1940,9,20
U-138,Wolfgang Lüth,City of Simla,"10,138",0,92,"[('55.92', '-8.33')]",1940,9,20
U-138,Wolfgang Lüth,New Sevilla,"13,801",0,92,"[('55.83', '-7.50')]",1940,9,20
U-100,Joachim Schepke,Canonesa,"8,286",0,93,"[('54.92', '-18.42')]",1940,9,21
U-100,Joachim Schepke,Dalcairn,"4,608",0,93,"[('55.00', '-19.00')]",1940,9,21
U-100,Joachim Schepke,Torinia,"10,364",0,93,"[('54.92', '-18.28')]",1940,9,21
U-138,Wolfgang Lüth,Empire Adventure,"5,145",0,92,"[('55.80', '-7.37')]",1940,9,21
U-48,Heinrich Bleichrodt,Blairangus,"4,409",0,93,"[('55.30', '-22.35')]",1940,9,21
U-99,Otto Kretschmer,Baron Blythswood,"3,668",0,93,"[('56.00', '-23.00')]",1940,9,21
U-99,Otto Kretschmer,Elmbank,"5,156",0,93,"[('55.33', '-22.50')]",1940,9,21
U-99,Otto Kretschmer,Invershannon,"9,154",0,93,"[('55.67', '-22.07')]",1940,9,21
U-100,Joachim Schepke,Empire Airman,"6,586",0,93,"[('54.00', '-18.00')]",1940,9,22
U-100,Joachim Schepke,Frederick S. Fales,"10,525",0,93,"[('55.50', '-13.67')]",1940,9,22
U-100,Joachim Schepke,Scholar,"3,940",0,93,"[('55.18', '-17.97')]",1940,9,22
U-100,Joachim Schepke,Simla,"6,031",6,93,"[('55.18', '-17.97')]",1940,9,22
U-31,Wilfried Prellberg,Union Jack,81,22,0,"[('59.83', '-7.67')]",1940,9,22
U-29,Otto Schuhart,Eurymedon,"6,223",0,94,"[('53.57', '-20.38')]",1940,9,25
U-32,Hans Jenisch,Mabriton,"6,694",0,92,"[('56.20', '-23.00')]",1940,9,25
U-43,Wilhelm Ambrosius,Sulairia,"5,802",0,94,"[('53.72', '-20.17')]",1940,9,25
U-137,Herbert Wohlfarth,Manchester Brigade,"6,042",0,95,"[('54.88', '-10.37')]",1940,9,26
U-137,Herbert Wohlfarth,Stratford,"4,753",0,95,"[('54.83', '-10.67')]",1940,9,26
U-32,Hans Jenisch,Darcoila,"4,084",0,94,"[('53.45', '-24.92')]",1940,9,26
U-32,Hans Jenisch,Tancred,"6,094",6,94,"[('53.53', '-24.58')]",1940,9,26
U-46,Engelbert Endrass,Coast Wings,862,0,96,"[('49.45', '-15.08')]",1940,9,26
U-46,Engelbert Endrass,Siljan,"3,058",5,0,"[('50.35', '-18.75')]",1940,9,26
U-31,Wilfried Prellberg,Vestvard,"4,319",6,95,"[('56.05', '-17.92')]",1940,9,27
U-37,Victor Oehrn,Georges Mabro,"2,555",20,0,"[('52.00', '-19.00')]",1940,9,27
U-32,Hans Jenisch,Empire Ocelot,"5,759",0,95,"[('54.62', '-21.50')]",1940,9,28
U-37,Victor Oehrn,Corrientes,"6,863",0,94,"[('53.82', '-24.32')]",1940,9,28
U-32,Hans Jenisch,Bassa,"5,267",0,95,"[('54.00', '-21.00')]",1940,9,29
U-32,Hans Jenisch,Haulerwijk,"3,278",9,97,"[('53.57', '-27.47')]",1940,9,30
U-37,Victor Oehrn,Heminge,"2,499",0,98,"[('53.43', '-18.55')]",1940,9,30
U-37,Victor Oehrn,Samala,"5,390",0,0,"[('53.00', '-18.00')]",1940,9,30
U-32,Hans Jenisch,Kayeson,"4,606",0,0,"[('51.20', '-24.37')]",1940,10,2
U-103,Viktor Schütze,Nina Borthen,"6,123",6,99,"[('53.00', '-26.00')]",1940,10,6
U-123,Karl-Heinz Moehle,Benlawers,"5,943",0,100,"[('53.33', '-26.17')]",1940,10,6
U-37,Victor Oehrn,British General,"6,989",0,101,"[('51.70', '-24.05')]",1940,10,6
U-59,Joachim Matz,Touraine,"5,811",6,102,"[('55.23', '-10.57')]",1940,10,7
U-58,Heinrich Schonder,Confield,"4,956",0,103,"[('56.80', '-10.28')]",1940,10,8
U-103,Viktor Schütze,Delphin,"3,816",8,104,"[('58.18', '-13.95')]",1940,10,9
U-103,Viktor Schütze,Zannes Gounaris,"4,407",8,104,"[('58.18', '-13.95')]",1940,10,9
U-123,Karl-Heinz Moehle,Graigwen,"3,697",0,104,"[('58.18', '-13.95')]",1940,10,10
U-48,Heinrich Bleichrodt,Brandanger,"4,624",6,105,"[('57.17', '-17.70')]",1940,10,11
U-48,Heinrich Bleichrodt,Port Gisborne,"8,390",0,105,"[('56.63', '-16.67')]",1940,10,11
U-101,Fritz Frauenheim,Saint-Malô,"5,779",19,105,"[('57.97', '-16.53')]",1940,10,12
U-48,Heinrich Bleichrodt,Davanger,"7,102",6,105,"[('57.00', '-19.17')]",1940,10,12
U-59,Joachim Matz,Pacific Ranger,"6,865",0,105,"[('56.33', '-11.72')]",1940,10,12
U-103,Viktor Schütze,Nora,"1,186",4,0,"[('57.03', '-13.18')]",1940,10,13
U-37,Victor Oehrn,Stangrant,"5,804",0,105,"[('58.45', '-12.60')]",1940,10,13
U-103,Viktor Schütze,Thistlegarth,"4,747",0,106,"[('58.72', '-15.00')]",1940,10,15
U-138,Wolfgang Lüth,Bonheur,"5,327",0,107,"[('57.17', '-8.60')]",1940,10,15
U-93,Claus Korth,Hurunui,"9,331",0,106,"[('58.97', '-9.90')]",1940,10,15
U-124,Georg-Wilhelm Schulz,Trevisa,"1,813",19,108,"[('57.47', '-20.50')]",1940,10,16
U-38,Heinrich Liebe,Aenos,"3,554",8,108,"[('58.93', '-13.05')]",1940,10,17
U-48,Heinrich Bleichrodt,Languedoc,"9,512",0,108,"[('59.23', '-17.85')]",1940,10,17
U-48,Heinrich Bleichrodt,Scoresby,"3,843",0,108,"[('59.23', '-17.85')]",1940,10,17
U-93,Claus Korth,Dokka,"1,168",6,107,"[('60.77', '-16.50')]",1940,10,17
U-93,Claus Korth,Uskbridge,"2,715",0,107,"[('60.67', '-15.83')]",1940,10,17
U-101,Fritz Frauenheim,Creekirk,"3,917",0,108,"[('57.50', '-11.17')]",1940,10,18
U-46,Engelbert Endrass,Beatus,"4,885",0,108,"[('57.52', '-13.17')]",1940,10,18
U-46,Engelbert Endrass,Convallaria,"1,996",5,108,"[('57.37', '-11.18')]",1940,10,18
U-46,Engelbert Endrass,Gunborg,"1,572",5,108,"[('57.23', '-11.00')]",1940,10,18
U-48,Heinrich Bleichrodt,Sandsend,"3,612",0,107,"[('58.20', '-21.48')]",1940,10,18
U-99,Otto Kretschmer,Empire Miniver,"6,055",0,108,"[('56.67', '-10.75')]",1940,10,18
U-99,Otto Kretschmer,Fiscus,"4,815",0,108,"[('57.48', '-11.17')]",1940,10,18
U-99,Otto Kretschmer,Niritos,"3,854",8,108,"[('57.23', '-10.63')]",1940,10,18
U-101,Fritz Frauenheim,Assyrian,"2,962",0,108,"[('57.20', '-10.72')]",1940,10,19
U-101,Fritz Frauenheim,Soesterberg,"1,904",9,108,"[('57.20', '-10.72')]",1940,10,19
U-123,Karl-Heinz Moehle,Boekelo,"2,118",9,108,"[('56.23', '-10.63')]",1940,10,19
U-123,Karl-Heinz Moehle,Clintonia,"3,106",0,108,"[('57.17', '-11.33')]",1940,10,19
U-123,Karl-Heinz Moehle,Sedgepool,"5,556",0,108,"[('57.33', '-11.37')]",1940,10,19
U-123,Karl-Heinz Moehle,Shekatika,"5,458",0,108,"[('57.20', '-11.13')]",1940,10,19
U-38,Heinrich Liebe,Bilderdijk,"6,856",9,109,"[('56.58', '-17.25')]",1940,10,19
U-38,Heinrich Liebe,Matheran,"7,653",0,109,"[('57.00', '-17.00')]",1940,10,19
U-46,Engelbert Endrass,Ruperra,"4,548",0,109,"[('57.00', '-16.00')]",1940,10,19
U-47,Günther Prien,Uganda,"4,966",0,109,"[('56.58', '-17.25')]",1940,10,19
U-47,Günther Prien,Wandby,"4,947",0,109,"[('56.75', '-17.12')]",1940,10,19
U-99,Otto Kretschmer,Empire Brigade,"5,154",0,108,"[('57.20', '-10.72')]",1940,10,19
U-99,Otto Kretschmer,Snefjeld,"1,643",6,108,"[('57.47', '-11.17')]",1940,10,19
U-99,Otto Kretschmer,Thalia,"5,875",8,108,"[('13.00', '-70.75')]",1940,10,19
U-100,Joachim Schepke,Caprella,"8,230",0,109,"[('56.62', '-17.25')]",1940,10,20
U-100,Joachim Schepke,Loch Lomond,"5,452",0,109,"[('56.00', '-14.50')]",1940,10,20
U-100,Joachim Schepke,Sitala,"6,218",0,109,"[('56.62', '-17.25')]",1940,10,20
U-124,Georg-Wilhelm Schulz,Cubano,"5,810",6,110,"[('57.92', '-24.95')]",1940,10,20
U-124,Georg-Wilhelm Schulz,Sulaco,"5,389",0,110,"[('57.42', '-25.00')]",1940,10,20
U-46,Engelbert Endrass,Janus,"9,965",5,109,"[('56.60', '-15.05')]",1940,10,20
U-47,Günther Prien,La Estancia,"5,185",0,109,"[('57.00', '-17.00')]",1940,10,20
U-47,Günther Prien,Whitford Point,"5,026",0,109,"[('56.63', '-16.00')]",1940,10,20
U-48,Heinrich Bleichrodt,Shirak,"6,023",0,109,"[('57.00', '-16.88')]",1940,10,20
U-32,Hans Jenisch,Empress of Britain,"42,348",0,0,"[('55.27', '-9.83')]",1940,10,28
U-31,Wilfried Prellberg,Matina,"5,389",0,0,"[('57.50', '-16.52')]",1940,10,29
U-124,Georg-Wilhelm Schulz,Rutland,"1,437",0,111,"[('58.75', '-15.100')]",1940,10,31
U-99,Otto Kretschmer,Casanare,"5,376",0,0,"[('53.97', '-14.22')]",1940,11,3
U-99,Otto Kretschmer,HMS Laurentic (F 51),"18,724",0,0,"[('54.15', '-13.73')]",1940,11,3
U-99,Otto Kretschmer,HMS Patroclus,"11,314",0,0,"[('53.72', '-14.68')]",1940,11,4
U-99,Otto Kretschmer,Scottish Maiden,"6,993",0,112,"[('54.60', '-14.38')]",1940,11,5
U-137,Herbert Wohlfarth,Cape St. Andrew,"5,094",0,113,"[('55.23', '-10.48')]",1940,11,13
U-65,Hans-Gerrit von Stockhausen,Havbør,"7,614",6,0,"[('4.40', '-13.77')]",1940,11,15
U-65,Hans-Gerrit von Stockhausen,Kohinur,"5,168",0,114,"[('4.40', '-13.77')]",1940,11,15
U-137,Herbert Wohlfarth,Planter,"5,887",0,115,"[('55.63', '-8.47')]",1940,11,16
U-65,Hans-Gerrit von Stockhausen,Fabian,"3,059",0,116,"[('2.82', '-15.48')]",1940,11,16
U-137,Herbert Wohlfarth,Saint Germain,"1,044",0,117,"[('55.67', '-8.67')]",1940,11,17
U-137,Herbert Wohlfarth,Veronica,"1,316",5,117,"[('55.72', '-8.92')]",1940,11,17
U-65,Hans-Gerrit von Stockhausen,Congonian,"5,065",0,0,"[('8.35', '-16.20')]",1940,11,18
U-103,Viktor Schütze,Daydawn,"4,768",0,118,"[('56.50', '-14.17')]",1940,11,21
U-103,Viktor Schütze,Victoria,"6,085",8,118,"[('36.68', '-68.80')]",1940,11,21
U-123,Karl-Heinz Moehle,Cree,"4,791",0,119,"[('54.65', '-18.83')]",1940,11,22
U-100,Joachim Schepke,Bradfyne,"4,740",0,120,"[('55.07', '-12.25')]",1940,11,23
U-100,Joachim Schepke,Bussum,"3,636",9,120,"[('55.65', '-8.97')]",1940,11,23
U-100,Joachim Schepke,Justitia,"4,562",0,120,"[('55.00', '-13.17')]",1940,11,23
U-100,Joachim Schepke,Leise Mærsk,"3,136",0,120,"[('55.50', '-11.00')]",1940,11,23
U-100,Joachim Schepke,Ootmarsum,"3,628",9,120,"[('55.00', '-12.00')]",1940,11,23
U-100,Joachim Schepke,Salonica,"2,694",6,120,"[('55.27', '-12.23')]",1940,11,23
U-123,Karl-Heinz Moehle,Anten,"5,135",5,118,"[('56.95', '-18.30')]",1940,11,23
U-123,Karl-Heinz Moehle,King Idwal,"5,115",0,118,"[('56.73', '-19.22')]",1940,11,23
U-123,Karl-Heinz Moehle,Oakcrest,"5,407",0,118,"[('56.65', '-18.60')]",1940,11,23
